,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
1252,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Germanic', 'Northwest Germanic', '[3]', 'North Germanic', 'East Scandinavian', '[4]', 'Danish']","['Jutlandic', 'Insular', 'Dano-Faroese', 'Southern Schleswig', 'Perkerdansk', 'Dano-Norwegian', ' ', '†', 'Angel', ' ', '†', 'East Danish', 'South Jutlandic']",Either:titledantitle – Insular Danishtitlejuttitle – Jutlandic,dani1285title  Danishtitlejuti1236title  Jutish,6.0 million (2019)[2],"Denmark, Schleswig-Holstein (Germany);Additionally in the Faroe Islands and Greenland"," Kingdom of Denmark
 Denmark
 Faroe Islands
 Nordic Council

 European Union", Greenland Germany,https://en.wikipedia.org/wiki/Danish_language
1253,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Kuki-Chin-Naga', 'Kuki-Chin', 'Southern', 'Daai']",,dao,daai1236,"37,000 (2010)[1]",Myanmar,,,https://en.wikipedia.org/wiki/Daai_language
1254,Par%C3%A1_Ar%C3%A1ra_language,"['Northeast Caucasian', 'Dargin', 'Dargwa']",,dartitle  (also titleDargin languagestitle),darg1241titlesout3261,"490,000 (2010 census)[1]",Dagestan," Russia
 Dagestan
",,https://en.wikipedia.org/wiki/Dargwa_language
1255,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Western Kru', 'Wee', 'Guere–Krahn', 'Daho-Doo']",,das,daho1238,"(4,000 cited 1996)[1]",,,,https://en.wikipedia.org/wiki/Daho-Doo_language
1256,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '?', 'Southern Eastern', '?', 'Daju', 'Western', 'Daju Dar Sila']",,dau,dars1235,"70,000 (2000–2009)[1]",Daju Hills,,,https://en.wikipedia.org/wiki/Sila_language_(Chad)
1257,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Chaga', '–Taita', 'Taita']","[""Daw'ida"", 'Sagala', 'Kasigau']",Either:titledavtitle – Taitatitletgatitle – Sagala,tait1249,"(370,000 cited 1992 – 2009 census)[1]",,,,https://en.wikipedia.org/wiki/Taita_language
1258,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'Central Philippine', 'Mansakan', 'Davaoeño']",,daw,dava1245,"150,000 (2005)[1]","Davao Region, Mindanao",,,https://en.wikipedia.org/wiki/Davaoe%C3%B1o_language
1259,Par%C3%A1_Ar%C3%A1ra_language,['Language isolate'],,dba,bang1363,"3,500 (2017)[1]",Dogon cliffs,,,https://en.wikipedia.org/wiki/Bangime_language
1260,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Bole–Tangale (A.2)', 'Bole', ' (North)', 'Deno']",,dbb,deno1239,"(6,000 cited 1995)[1]",Bauchi State,,,https://en.wikipedia.org/wiki/Deno_language
1261,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Waja–Kam', 'Waja', 'Dadiya']",,dbd,dadi1249,"70,000 (2014)[1]",,,,https://en.wikipedia.org/wiki/Dadiya_language
1262,Par%C3%A1_Ar%C3%A1ra_language,"['Foja Range', ' (Tor–Kwerba)\n', 'Orya–Tor', 'Tor', 'Tor Coast', 'Dabe']",,dbe,dabe1239,440 (2005)[1],West Papua,,,https://en.wikipedia.org/wiki/Dabe_language
1263,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Dogon', 'North Plateau', 'Dogul Dogon']",,dbg,dogu1235,"(16,000 cited 1998)[1]",Mali,,,https://en.wikipedia.org/wiki/Dogul_Dogon
1264,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Central', '\xa0?', 'North Plateau', '\xa0?', 'Doka']",,dbi,doka1242,"11,000 (2000)[1]",Kaduna State,,,https://en.wikipedia.org/wiki/Doka_language
1265,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'Sabahan', 'Northeast Sabahan', ""Ida'an""]",,dbj,idaa1241,"10,000 (2013)[1]","Lahad Datu, Kinabatangan, and Sandakan districts of Sabah",,,https://en.wikipedia.org/wiki/Ida%27an_language
1266,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Eastern Pama–Nyungan', 'Dyirbalic', 'Dyirbal']","['Jirrbal', 'Mamu', 'Girramay', 'Gulngay', 'Djirru', 'Ngadjan', 'Walmalbarra', '[2]']",dbl,dyir1250,21 (2021 census)[1],Northeast Queensland,,,https://en.wikipedia.org/wiki/Dyirbal_language
1267,Par%C3%A1_Ar%C3%A1ra_language,"['? ', ""South Bird's Head"", 'Inanwatan–Duriankere', 'Duriankari']",,dbn,duri1243,,"Salawati, Sorong Regency, Southwest Papua",,,https://en.wikipedia.org/wiki/Duriankari_language
1268,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Mbam', '-', 'Bube', '-', 'Jarawan', 'Jarawan', 'Nigerian Jarawan', 'Jaku–Gubi', 'Dulbu']",,dbo,dulb1238,"(54 cited 1987, now probably few speakers 


In 2024 census, was registered only five fluent speakers left (5 (2024)[1]",Bauchi State,,,https://en.wikipedia.org/wiki/Dulbu_language
1269,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bade–Warji', 'Bade', ' (B.1)', 'Ɗuwai']",,dbp,duwa1244,"11,000 (2000)[1]","Yobe State, Kano State",,,https://en.wikipedia.org/wiki/%C6%8Auwai_language
1270,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Daba languages', ' (A.7)', 'South', 'Daba']","['Daba', 'Mazagway', ' (Musgoy)', 'Nive', 'Pologozom', 'Tpala (Kola)']",dbq,nucl1683,"25,000 (2007)[1]",Far North Province; Adamawa State,,,https://en.wikipedia.org/wiki/Daba_language
1271,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Cushitic', 'Lowland East', 'Somali', 'Digil', 'Dabarre']","['Dabarre', 'Iroole']",dbr,daba1260,"34,000 (2020)[1]","Bay, Lower Shabelle, Middle Juba",,,https://en.wikipedia.org/wiki/Dabarre_language
1272,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Dogon', 'Nanga', 'Ben Tey']",,dbt,bent1238,"3,000 (2004/2005) to 2,000 (2011)[1]",Mali,,,https://en.wikipedia.org/wiki/Ben_Tey_Dogon
1273,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Dogon', 'North Plateau', 'Bondum Dogon']",,dbu,bond1248,"(25,000 cited 1998)[1]",Mali,,,https://en.wikipedia.org/wiki/Bondum_Dogon
1274,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Dungu']",,dbv,dung1254,"1,100 (2000)[1]",Kaduna State,,,https://en.wikipedia.org/wiki/Dungu_language
1275,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Dogon', 'Nanga', 'Bankan Tey']",,dbw,bank1259,"(1,300 cited 1998 census)[1]",Mali,,,https://en.wikipedia.org/wiki/Bankan_Tey_Dogon
1276,Par%C3%A1_Ar%C3%A1ra_language,"['Bosavi', ' or unclassified\n', 'Dibiyaso']",,dby,dibi1240,"2,000 (2000 census)[1]","Western Province, Papua New Guinea",,,https://en.wikipedia.org/wiki/Dibiyaso_language
1277,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Central Zone', 'Western Hindi', 'Hindustani', 'Deccani']","['Hyderabadi', 'Mysore', '\nMadrasi']",–,dakh1244,,South Asia Maharashtra  Karnataka  Telangana Andhra Pradesh Tamil Nadu Goa,,,https://en.wikipedia.org/wiki/Deccani_language
1278,Par%C3%A1_Ar%C3%A1ra_language,"['Dutch Creole', 'Negerhollands']",,dcr,nege1244,,U.S. Virgin IslandsBritish Virgin Islands,,,https://en.wikipedia.org/wiki/Negerhollands
1279,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Eastern Timor', 'Oirata–Fataluku', 'Fataluku–', 'Rusenu', 'Fataluku']",,ddg,fata1247,"48,000 (2020)[1]regional usage",Eastern East Timor,,East Timor,https://en.wikipedia.org/wiki/Fataluku_language
1280,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Nuclear Papuan Tip', ""North Papuan Mainland – D'Entrecasteaux"", 'Bwaidoga', 'Diodio']",,ddi,diod1237,"2,200 (2000)[1]",Milne Bay Province (Goodenough Island),,,https://en.wikipedia.org/wiki/Diodio_language
1281,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Ngumpin–Yapa', 'Ngumbin', 'Djaru']","['Djaru (Tjaru)', 'Wawarl', 'Njininj (Nyininy)']",ddj,jaru1254,217 (2016 census)[1],southeast Kimberley,,,https://en.wikipedia.org/wiki/Djaru_language
1282,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Songhay', 'Southern', 'Dendi']",,ddn,dend1243,"440,000 (2000-2021)[1]",West Africa,, Benin,https://en.wikipedia.org/wiki/Dendi_language
1283,Par%C3%A1_Ar%C3%A1ra_language,"['Northeast Caucasian', 'Tsezic', 'Tsez–Hinukh', 'Tsez']",,ddo,dido1241,"13,000 (2010 census)[1]",Southern Dagestan,,,https://en.wikipedia.org/wiki/Tsez_language
1284,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Gippsland', 'Dhudhuroa']",,ddr,dhud1236,,"North-eastern Victoria, Australia",,,https://en.wikipedia.org/wiki/Dhudhuroa_language
1285,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', ' (MP)', 'Central–Eastern MP', 'Babar', 'North Babar', 'Dawera-Daweloor']",,ddw,dawe1237,"1,300 (2007)[1]",Maluku,,,https://en.wikipedia.org/wiki/Dawera-Daweloor_language
1286,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Kordofanian', 'Talodi–Heiban', 'Talodi', 'Ngile–Dengebu', 'Dagik']","['Arreme', 'Adobu', 'Tosari']",dec,dagi1241,"67,000 (2022)[1]",Nuba Hills,,,https://en.wikipedia.org/wiki/Dagik_language
1287,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Finisterre–Huon', 'Huon', 'Eastern Huon', 'Dedua']",,ded,dedu1240,"6,500 (2000 census)[1]","Huon Peninsula, Morobe Province",,,https://en.wikipedia.org/wiki/Dedua_language
1288,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Western', 'Bassa', 'Dewoin']",,dee,dewo1238,"17,000 (2020)[1]",,,,https://en.wikipedia.org/wiki/Dewoin_language
1289,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Southwestern', 'Persid', 'Dezfuli-', 'Shushtari', 'Dezfuli']",,def,dezf1238,(undated figure of Very few)[1],Khuzestan,,,https://en.wikipedia.org/wiki/Dezfuli_dialect
1290,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Congo', 'Volta–Niger', 'yeai', 'Akpes', '–', 'Edoid', 'Edoid', 'Delta Edoid', 'Degema–', 'Engenni', 'Dẹgẹma']",,deg,dege1246,"(10,000 cited 1999)[1]",Rivers State,,,https://en.wikipedia.org/wiki/Degema_language
1291,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western Iranian', 'Southwestern Iranian', 'Persian', 'Dehwari']",,deh,dehw1238,"19,000 (2018)[1]",Balochistan province: Kalat and Mastung,,,https://en.wikipedia.org/wiki/Dehwari_language
1292,Par%C3%A1_Ar%C3%A1ra_language,"['East Geelvink Bay', '\nBauzi–Demisa', 'Demisa']",,dei,demi1242,400 (2000)[1],Indonesian Papua,,,https://en.wikipedia.org/wiki/Demisa_language
1293,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Savannas', 'Gbaya', 'Western', 'Bokoto–Bozom', 'Gbeya']",,Variously:titlegbptitle – Gbaya-Bossangoatitlesqmtitle – Sumatitledektitle – Dek (duplicate of Suma),gbey1244titledekk1240,"(ca. 250,000 cited 1996–2005)[1]",,,,https://en.wikipedia.org/wiki/Dek_language
1294,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'West Papuan Highlands', ' (Irian Highlands)', 'Amung–Dem', 'Dem']",,dem,demm1245,"(1,000 cited 1987)[1]",Papua: Western highlands along Rouffaer River headwaters,,,https://en.wikipedia.org/wiki/Dem_language
1295,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Sal', 'Boro-Garo', 'Deori']",,der,deor1238,"32,376 (2011 census)[1]","Assam, Arunachal Pradesh",,,https://en.wikipedia.org/wiki/Deori_language
1296,Par%C3%A1_Ar%C3%A1ra_language,"['Tucanoan', '\nEastern', 'Central', 'Desano–Siriano', 'Desano']",,des,desa1247,"3,000 (2001-2012)[1]",Amazonas,,,https://en.wikipedia.org/wiki/Desano_language
1297,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Germanic', 'West Germanic', 'German']",,Variously:titledeutitle – titleGermantitlegmhtitle – titleMiddle High Germantitlegohtitle – titleOld High Germantitlegcttitle – titleColonia Tovar Germantitlebartitle – titleBavariantitlecimtitle – titleCimbriantitlegehtitle – titleHutterite Germantitlekshtitle – titleKölschtitlendstitle – titleLow Germantitle[note 1]titleslititle – titleLower Silesiantitleltztitle – titleLuxembourgishtitle[note 2]titlevmftitle – titleMainfränkischtitlemhntitle – titleMòchenotitlepfltitle – titlePalatinate Germantitlepdctitle – titlePennsylvania Dutchtitlepdttitle – titlePlautdietschtitle[note 3]titleswgtitle – titleSwabian Germantitlegswtitle – titleSwiss Germantitleulntitle – titleUnserdeutschtitlesxutitle – titleUpper Saxontitlewaetitle – titleWalser Germantitleweptitle – titleWestphaliantitlehrxtitle – titleRiograndenser Hunsrückischtitleyectitle – titleYenishtitleyidtitle – titleYiddish,stan1295,L1: 95 million[1]L2: 80–85 million (2014)[2],,"
7 countries
Germany
Austria
Belgium
Liechtenstein
Luxembourg
Switzerland
Namibia



1 subdivision
 South Tyrol (Italy)


","
9 countries
Brazil (6 municipalities)[8]
Czech Republic
Denmark (Syddanmark)
Hungary (Sopron)
Poland (Upper Silesia)
Romania (select localities)
Russia (Azovo German National District)
Slovakia (Krahule)

",https://en.wikipedia.org/wiki/German_language
1298,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Yupna', 'Domung']",,Either:titledevtitle – Domungtitleytwtitle – Yout Wam,domu1246title  Domungtitleyout1234title  Yout Wam,"2,300 (2006–2014)[1]",Madang Province,,,https://en.wikipedia.org/wiki/Domung_language
1299,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Tetela', ' (C.70)', 'Dengese']",,dez,deng1250,"8,600 (2000)[1]",Northern Kasai Oriental Province,,,https://en.wikipedia.org/wiki/Dengese_language
1300,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Northern', 'Oti–Volta', 'Moré–Dagbani', 'Moré', 'Dagaare']","['Lober', 'Nura', 'Wule']",Variously:titledgatitle – Southern Dagaaretitledgdtitle – Dagaari Dioulatitledgititle – Northern Dagara,sout2789title  Central Dagaaretitledaga1272title  Dagaari Dioulatitlenort2780title  Northern Dagara,(1.3 million cited 1999–2021)[1],,,,https://en.wikipedia.org/wiki/Dagaare_language
1301,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Dogon', 'West', 'Budu Dogon']",,dgb,buno1241,"1,000 (2005)[1]",Mali,,,https://en.wikipedia.org/wiki/Budu_Dogon
1302,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Northern Luzon', 'Northeastern Luzon', 'Southern', 'Casiguran Agta']",['Nagtipunan Agta'],dgc,casi1235,(610 cited 1989)[1],Luzon,,,https://en.wikipedia.org/wiki/Casiguran_Dumagat_Agta
1303,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Warup', 'Degenan']","['Degenan', 'Tanda']",dge,dege1250,790 (2003)[1],Madang Province,,,https://en.wikipedia.org/wiki/Degenan_language
1304,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Are–Taupota', 'Are', 'Doga']",,dgg,doga1238,200 (2000)[1],"Milne Bay Province, tip of Cape Vogel",,,https://en.wikipedia.org/wiki/Doga_language
1305,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Wandala–Mafa', 'Wandala', ' (A.4)', 'West', 'Dghweɗe']",,dgh,dghw1239,"(30,000 cited 1980)[1]",Borno State,,,https://en.wikipedia.org/wiki/Dghwede_language
1306,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Central Sudanic', 'Bongo–Bagirmi', 'Sara languages', 'East', 'Dagba']",,dgk,dagb1248,"44,000 (2007)[1]",,,,https://en.wikipedia.org/wiki/Dagba_language
1307,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Northern Eastern', 'Nubian', 'Central', 'Dongolawi']",,dgl,dong1288,"35,000 (2023)[1]",Nile River,,,https://en.wikipedia.org/wiki/Dongolawi_language
1308,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Northern', 'Western Pahari', 'Dogri']",,doititle – inclusive codetitleIndividual codes:titledgotitle – Dogri propertitlexnrtitle – titleKangri,indo1311,1.6 million in India (2011)[1],"
Jammu division
Western Himachal Pradesh
Punjab
","Jammu and Kashmir, India[2]",,https://en.wikipedia.org/wiki/Dogri_language
1309,Par%C3%A1_Ar%C3%A1ra_language,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Northern Athabaskan', 'Dogrib']",['Wıı̀lıı̀deh Yatıı̀'],dgr,dogr1252,"1,735, 90% of ethnic population (2016 census)[1]",Northwest Territories,Northwest Territories[2],,https://en.wikipedia.org/wiki/Dogrib_language
1310,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Southern Gur', 'Dogoso–Khe', 'Dogoso']",,dgs,dogo1294,"(9,000 cited 1999)[1]","Burkina Faso, Ivory Coast",,,https://en.wikipedia.org/wiki/Dogoso_language
1311,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Kulinic', 'Kulin', 'Woiwurrung–Taungurung']","['Woiwurrung', 'Taungurung']",Either:titlewyititle – Woiwurrungtitledgwtitle – Daungwurrung,woiw1237,,Victoria,,,https://en.wikipedia.org/wiki/Daungwurrung_language
1312,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Dagan', 'Daga–Mapena?', 'Daga']",,dgz,daga1275,"9,000 (2007)[1]",Milne Bay Province,,,https://en.wikipedia.org/wiki/Daga_language
1313,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western', 'Rajasthani', 'Marwari', 'Dhundhari']",,dhd,dhun1238,"1,476,446 (2011 census)[1]",Dhundhar,,,https://en.wikipedia.org/wiki/Dhundari_language
1314,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Yolngu Matha', 'Northern (Dhangu)', 'Dhangu']","['Wan.gurri', 'Lamamirri', 'Rirratjingu', 'Gaalpu', 'Ngayimil', 'Warramiri', 'Mandatja']",dhg,dhan1270,310 (2016 census)[1],Northern Territory,,,https://en.wikipedia.org/wiki/Dhangu-Djangu_language
1315,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Kiranti', ' (?)', 'Dhimalish', 'Dhimal']",,dhi,dhim1246,"20,000 (2011 census)[1]",Nepal,,,https://en.wikipedia.org/wiki/Dhimal_language
1316,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Kanyara–Mantharta', 'Kanyara', 'Dhalandji']",,Either:titledhltitle – Dhalandjititlepnvtitle – Pinigura,dhal1245title  Dhalandjititlepini1244title  Pinigura,6 (2005)[1],,,,https://en.wikipedia.org/wiki/Thalanyji_language
1317,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Kavango–Southwest', 'Southwest Bantu', 'Herero (R.30)', 'Zemba']",,dhm,zemb1238,"Angola: 18,000 (2011)[1]Namibia: 7,000 (2016)",,,,https://en.wikipedia.org/wiki/Zemba_language
1318,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western Indo-Aryan', 'Bhil', 'Central', 'Dhanki']",,dhn,dhan1264,"150,674 (2011 census)[1]","Gujarat, Maharashtra, Karnataka, Rajasthan",,,https://en.wikipedia.org/wiki/Dhanki_language
1319,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western Indo-Aryan', 'Bhil', 'Central', 'Dhodia']",,Either:titledhotitle – Dhodiatitlekextitle – Kukna,dhod1238,"470,000 (2011 census)[1]",Gujarat,,,https://en.wikipedia.org/wiki/Dhodia-Kukna_language
1320,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Yuin–Kuric', 'Yuin', 'Tharawal', 'Dhurga']",['Tharumba'],dhu,dhur1239,,"New South Wales, Australia",,,https://en.wikipedia.org/wiki/Dhurga_language
1321,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'Loyalty Islands', 'Drehu']",,dhv,dehu1237,"unknown; est. 13,000 includes many L2 speakers (2009)[1]","Lifou, New Caledonia",,,https://en.wikipedia.org/wiki/Drehu_language
1322,Par%C3%A1_Ar%C3%A1ra_language,"['Torricelli', 'Wapei', 'Dia']",,dia,diaa1238,"1,800 (2003)[1]",Sandaun Province,,,https://en.wikipedia.org/wiki/Dia_language
1323,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '?', 'Kir–Abbaian', '?', 'Surmic', 'South Surmic', 'Southwest Surmic', 'Didinga–Murle', 'Didinga–', 'Longarim', 'Didinga']",,did,didi1258,"100,000 (2017)[1]",Didinga Hills,,,https://en.wikipedia.org/wiki/Didinga_language
1324,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Karnic', 'Karna', 'Dieric', ' (see for additional dialects and language codes)', 'Diyari']","['Diyari', 'Dhirari, or Northern Dhirari + Southern Dhirari (Austin)', 'Pilatapa(?)']",Either:titlediftitle – Diyarititlebxititle – Pirlatapa,"dier1241titlepirl1239title  Dieric, incl. titleNgamini",34 (2021 census)[1],South Australia,,,https://en.wikipedia.org/wiki/Diyari_language
1325,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Coast Bantu', 'Sabaki', 'Mijikenda', 'Digo']",,dig,digo1243,"580,000 (2009–2019)[1]",Mombasa and Kwale districts in Kenya; Muheza and Tanga districts in Tanzania,,,https://en.wikipedia.org/wiki/Digo_language
1326,Par%C3%A1_Ar%C3%A1ra_language,"['Yuman', '\nCore Yuman', 'Delta–California', 'Ipay']",,dihtitle  (as part of Diegueño),ipai1240,6 (2007)[1],"San Diego County, California",,,https://en.wikipedia.org/wiki/Ipai_language
1327,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone A', ')', 'Bafia', ' (A.50)', 'Kaalong']",,dii,dimb1238,(140 cited 1992)[1],,,,https://en.wikipedia.org/wiki/Kaalong_language
1328,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', ' (MP)', 'Central–Eastern MP', 'Babar', 'North Babar', 'Dai']",,dij,daii1240,820 (2007)[1],Maluku,,,https://en.wikipedia.org/wiki/Dai_language_(Austronesian)
1329,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Northern Eastern', 'Nubian', 'Hill Nubian', '(Unclassified)', 'Dilling']",,dil,dill1242,"13,000 (2022)[1]",Nuba Hills,,,https://en.wikipedia.org/wiki/Dilling_language
1330,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Omotic', 'South Omotic', 'Dime']",,dim,dime1235,"11,000 (2007 census)[1]",Debub (South) Omo Zone,,,https://en.wikipedia.org/wiki/Dime_language
