lang,goglottocodettolog,url_x,Unnamed: 0,glottocode,url_y,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang
Mzieme,,,8.0,mzie1235,https://en.wikipedia.org/wiki/Mzieme_language,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Kuki-Chin-Naga, Zemeic, Mzieme","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Kuki-Chin-Naga, Zemeic, Mzieme",nme,Uknown,Nagaland,Unknown,Unknown
Mòcheno,,,336.0,moch1255,https://en.wikipedia.org/wiki/M%C3%B2cheno_language,"Indo-European, Germanic, West Germanic, Elbe Germanic, High German, Upper German, Bavarian, Mòcheno","Indo-European, Germanic, West Germanic, Elbe Germanic, High German, Upper German, Bavarian, Mòcheno",mhn,Uknown,Bersntol,Unknown,Unknown
Mảng,,,56.0,mang1378,https://en.wikipedia.org/wiki/Mang_language,"Austroasiatic, Mang–, Pakanic,Mảng","Austroasiatic, Mang–, Pakanic,Mảng",zng,Uknown,,Unknown,Unknown
Mẽbêngôkre (Kayapó),,,108.0,kaya1330,https://en.wikipedia.org/wiki/Mebengokre_language,"Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Trans-Tocantins, Trans-Araguaia, Mẽbêngôkre (Kayapó)","Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Trans-Tocantins, Trans-Araguaia, Mẽbêngôkre (Kayapó)",txu,"8,638 ","Pará, Mato Grosso",Unknown,Unknown
Na,,,1024.0,yong1270,https://en.wikipedia.org/wiki/Na_language,"Sino-Tibetan, Lolo-Burmese,  orQiangic, Naic, Naish, Na","Sino-Tibetan, Lolo-Burmese,  orQiangic, Naic, Naish, Na",nru,"47,000 ",Sichuan,Unknown,Unknown
Nachhiring,,,480.0,nach1240,https://en.wikipedia.org/wiki/Nachiring_language,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central, Khambu, Nachhiring","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central, Khambu, Nachhiring",ncd,"10,000 ","Pradesh no-1Solukhumbu DistrictSotang,Namlung,pawai and khotang districtRakha Bangdel, Badel, para,",Unknown,Unknown
Nadëb,,,1643.0,nade1244,https://en.wikipedia.org/wiki/Nad%C3%ABb_language,"Nadahup, Nadëb","Nadahup, Nadëb",mbj,370 ,Amazonas,Unknown,Unknown
Nafusi,,,490.0,nafu1238,https://en.wikipedia.org/wiki/Nafusi_language,"Afro-Asiatic, Berber, Northern, Zenati, Eastern, Nafusi","Afro-Asiatic, Berber, Northern, Zenati, Eastern, Nafusi",jbn,"300,000 ",Nafusa Mountains,Unknown,Unknown
Nagumi,,,1723.0,nagu1244,https://en.wikipedia.org/wiki/Nagumi_language,"Niger–Congo,Atlantic–Congo, Benue–Congo, Southern Bantoid, Bantu,  (, Zone A, ), Mbam, Jarawan, Nagumi","Niger–Congo,Atlantic–Congo, Benue–Congo, Southern Bantoid, Bantu,  (, Zone A, ), Mbam, Jarawan, Nagumi",ngv,Uknown,Cameroon,Unknown,Unknown
Naiki,,,1605.0,sout1549,https://en.wikipedia.org/wiki/Naiki_language,"Dravidian, Central, Kolami–Naiki, Naiki","Dravidian, Central, Kolami–Naiki, Naiki",nit,Uknown,,Unknown,Unknown
Naka'ela,,,806.0,naka1263,https://en.wikipedia.org/wiki/Naka%27ela_language,"Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Central Maluku, \xa, East Central Maluku, Seram, \xa, Nunusaku, Three Rivers, Amalumute, ""Nakaela""","Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Central Maluku, \xa, East Central Maluku, Seram, \xa, Nunusaku, Three Rivers, Amalumute, ""Nakaela""",nae,Uknown,Maluku,Unknown,Unknown
Nakkara,,,1825.0,naka1260,https://en.wikipedia.org/wiki/Nakkara_language,"Macro-Gunwinyguan, Maningrida, Nakkara","Macro-Gunwinyguan, Maningrida, Nakkara",nck,55 ,Northern Territory,Unknown,Unknown
Nalu,,,837.0,nalu1240,https://en.wikipedia.org/wiki/Nalu_language,"Niger–Congo,Atlantic–Congo, Atlantic, (unclassified), Nalu","Niger–Congo,Atlantic–Congo, Atlantic, (unclassified), Nalu",naj,"23,000 ",,Unknown,Unknown
Namonuito,,,172.0,namo1247,https://en.wikipedia.org/wiki/Namonuito_language,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Tanapag, Namonuito","Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Tanapag, Namonuito",nmt,Uknown,Namonuito Atoll,Unknown,Unknown
Namuzi,,,1576.0,namu1246,https://en.wikipedia.org/wiki/Namuyi_language,"Sino-Tibetan, Tibeto-Burman, Loloish,  orQiangic,  Naic, Namuzi","Sino-Tibetan, Tibeto-Burman, Loloish,  orQiangic,  Naic, Namuzi",nmy,"5,000 ",,Unknown,Unknown
Nancowry,,,1765.0,nanc1247,https://en.wikipedia.org/wiki/Muot_language,"Austroasiatic, Nicobarese, Central, Nancowry","Austroasiatic, Nicobarese, Central, Nancowry",–,930 ,Nancowry Island (Mūöt),Unknown,Unknown
Nangalami,,,958.0,gran1245,https://en.wikipedia.org/wiki/Nangalami_language,"Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kunar, Nangalami","Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kunar, Nangalami",nli,Uknown,,Unknown,Unknown
Nar Phu,,,643.0,narp1239,https://en.wikipedia.org/wiki/Narpa_language,"Sino-Tibetan, Tamangic, MaUknowng, Nar Phu","Sino-Tibetan, Tamangic, MaUknowng, Nar Phu",npa,600 ,Manang district,Unknown,Unknown
Naruo,,,537.0,nalu1239,https://en.wikipedia.org/wiki/Naluo_language,"Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Lisoish, Taloid, Naruo","Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Lisoish, Taloid, Naruo",ylo,"15,000 ",,Unknown,Unknown
Nasarian,,,674.0,nasa1240,https://en.wikipedia.org/wiki/Nasarian_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nasarian","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nasarian",nvh,5 ,Central Malekula,Unknown,Unknown
Naskapi,,,481.0,,https://en.wikipedia.org/wiki/Naskapi,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Natanzi,,,1619.0,nata1252,https://en.wikipedia.org/wiki/Natanzi_language,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tatic, Kermanic/Central Plateau, Northeastern, Natanzi","Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tatic, Kermanic/Central Plateau, Northeastern, Natanzi",ntz,several thousand[1] ,,Unknown,Unknown
Natchilingmiutut,,,447.0,nets1241,https://en.wikipedia.org/wiki/Natsilingmiutut,"Eskaleut, Eskimo, Inuit, Inuvialuktun, Natchilingmiutut","Eskaleut, Eskimo, Inuit, Inuvialuktun, Natchilingmiutut",–,Uknown,Western Nunavut,Unknown,Unknown
Naueti,,,122.0,naue1237,https://en.wikipedia.org/wiki/Naueti_language,"Austronesian, \xa, Malayo-Polynesian, Central–Eastern, Timor–Babar,(unclassified), Kawaimina, Naueti","Austronesian, \xa, Malayo-Polynesian, Central–Eastern, Timor–Babar,(unclassified), Kawaimina, Naueti",nxa,"16,500 ",Southeast East Timor,Unknown,Unknown
Nauna,,,1006.0,naun1237,https://en.wikipedia.org/wiki/Nauna_language,"Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Southeastern islands, Nauna","Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Southeastern islands, Nauna",ncn,420 ,"Nauna Island, Manus Province",Unknown,Unknown
Nauruan,,,1658.0,naur1243,https://en.wikipedia.org/wiki/Nauruan_language,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nauruan","Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nauruan",nau,"9,356 ",, Nauru,Unknown
Navajo,,,624.0,,https://en.wikipedia.org/wiki/Navajo,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Navwien,,,1163.0,navw1234,https://en.wikipedia.org/wiki/Navwien_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Navwien","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Navwien",Nonetitle (titlemistitle),"""handful"" ",Malakula,Unknown,Unknown
Nawat,,,1737.0,pipi1250,https://en.wikipedia.org/wiki/Pipil_language,"Uto-Aztecan, Southern Uto-Aztecan, Aztecan (Nahuan), General Aztec, Eastern, Nawat","Uto-Aztecan, Southern Uto-Aztecan, Aztecan (Nahuan), General Aztec, Eastern, Nawat",ppl,500 ,"Sonsonate, Ahuachapán, La Libertad, San Salvador, Escuintla, Rivas, Chinandega, Jinotega, Nueva Segovia, Matagalpa, Guanacaste, Olancho",Unknown,Unknown
Nayi,,,1764.0,nayi1243,https://en.wikipedia.org/wiki/Nayi_language,"Afro-Asiatic, Omotic, North, Maji, Nayi","Afro-Asiatic, Omotic, North, Maji, Nayi",noz,"7,200 ",,Unknown,Unknown
Nayini,,,1438.0,nayi1242,https://en.wikipedia.org/wiki/Nayini_language,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tatic, Kermanic/Central Plateau, Southeastern, Nayini","Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tatic, Kermanic/Central Plateau, Southeastern, Nayini",nyq,several thousand[1] ,,Unknown,Unknown
Nding,,,1471.0,ndin1245,https://en.wikipedia.org/wiki/Nding_language,"Niger–Congo,Atlantic–Congo, Talodi–Heiban, Talodi languages, Nding","Niger–Congo,Atlantic–Congo, Talodi–Heiban, Talodi languages, Nding",eli,Uknown,"Eliri Hills, Mountain Jebel Eliri, South Talodi in the South Kordofan",Unknown,Unknown
Ndrumbea,,,96.0,dumb1241,https://en.wikipedia.org/wiki/Ndrumbea_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, Extreme Southern, Ndrumbea","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, Extreme Southern, Ndrumbea",duf,Uknown,"Southern tip outside Nouméa (Paita on the west coast, Ounia on the east coast)",Unknown,Unknown
Neapolitan,,,521.0,neap1235title  Continental Southern Italiantitlesout3126title  South Lucanian = title(Vd)title Lausberg,https://en.wikipedia.org/wiki/Neapolitan_language,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Italo-Dalmatian, Italo-Romance, Neapolitan","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Italo-Dalmatian, Italo-Romance, Neapolitan",nap,5.7 million ,Campania,Unknown,Unknown
Negidals,,,1577.0,,https://en.wikipedia.org/wiki/Negidals,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Nemadi,,,1795.0,,https://en.wikipedia.org/wiki/Nemadi_language,"Afro-Asiatic, Semitic, Central Semitic, Arabic, Maghrebi, Hassaniyya, Nemadi","Afro-Asiatic, Semitic, Central Semitic, Arabic, Maghrebi, Hassaniyya, Nemadi",–,Uknown,Timbuktu into Mauritania,Unknown,Unknown
Neme,,,1613.0,neme1244,https://en.wikipedia.org/wiki/Dorro_language,"Yam, Nambu, Neme","Yam, Nambu, Neme",nex,200 ,Western Province (Papua New Guinea),Unknown,Unknown
Nemi,,,1730.0,,https://en.wikipedia.org/wiki/Nemi,Uknown,Uknown,Not provided,Uknown,Lazio,Unknown,Unknown
Nese,,,128.0,nese1235,https://en.wikipedia.org/wiki/Matanvat_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nese","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nese",Nonetitle (titlemistitle),20 ,"Matanvat area, northwest Malakula, Vanuatu",Unknown,Unknown
Nete,,,1331.0,oute1259,https://en.wikipedia.org/wiki/Nete_language,"Engan, North Engan, Nete","Engan, North Engan, Nete",Either:titlenettitle – Netetitlebirtitle – Bisorio,"1,000 ",East Sepik Province,Unknown,Unknown
Nethalp,,,673.0,lore1244,https://en.wikipedia.org/wiki/Nethalp_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Nethalp","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Nethalp",lnn,340 ,"Santo Island, east coast",Unknown,Unknown
New River Shasta,,,1562.0,newr1237,https://en.wikipedia.org/wiki/New_River_Shasta_language,"Hokan, \xa, Shasta–Palaihnihan, Shastan, New River Shasta","Hokan, \xa, Shasta–Palaihnihan, Shastan, New River Shasta",Nonetitle (titlemistitle),Uknown,"Salmon River, northern California",Unknown,Unknown
New_Caledonian_languages,,,410.0,newc1243,https://en.wikipedia.org/wiki/New_Caledonian_languages,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Newar_people,,,1739.0,,https://en.wikipedia.org/wiki/Newar_people,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Nez_Perce,,,1583.0,,https://en.wikipedia.org/wiki/Nez_Perce,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Ngaanyatjarra,,,1131.0,,https://en.wikipedia.org/wiki/Ngaanyatjarra,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Ngaatjatjarra,,,1823.0,,https://en.wikipedia.org/wiki/Ngaatjatjara_language,"Pama–Nyungan, Wati, Western Desert, Ngaatjatjarra","Pama–Nyungan, Wati, Western Desert, Ngaatjatjarra",–,12 ,Western Australia,Unknown,Unknown
Ngalakan,,,339.0,ngal1293,https://en.wikipedia.org/wiki/Ngalakgan_language,"Arnhem, Gunwinyguan, Rembarngic (Jala), Ngalakan","Arnhem, Gunwinyguan, Rembarngic (Jala), Ngalakan",nig,Uknown,Northern Territory,Unknown,Unknown
Nganasan,,,1129.0,ngan1291,https://en.wikipedia.org/wiki/Nganasan_language,"Uralic, Samoyedic, Nganasan","Uralic, Samoyedic, Nganasan",nio,416 ,Taymyr Autonomous Okrug,Unknown,Unknown
Ngandi,,,844.0,ngan1295,https://en.wikipedia.org/wiki/Ngandi_language,"Arnhem, East Arnhem, Ngandi","Arnhem, East Arnhem, Ngandi",nid,Uknown,Northern Territory,Unknown,Unknown
Ngas,,,1408.0,ngas1238,https://en.wikipedia.org/wiki/Ongamo_language,"Nilo-Saharan,Eastern Sudanic,Southern Eastern Sudanic,Nilotic, Eastern Nilotic, Ateker, -, Lotuko, –, Maa, Lotuko, –, Maa, Ongamo-, Maa, Ngas","Nilo-Saharan,Eastern Sudanic,Southern Eastern Sudanic,Nilotic, Eastern Nilotic, Ateker, -, Lotuko, –, Maa, Lotuko, –, Maa, Ongamo-, Maa, Ngas",nsg,Uknown,,Unknown,Unknown
Ngatikese Creole,,,785.0,ngat1248,https://en.wikipedia.org/wiki/Ngatikese_Creole,"Ngatikese, –, English Creole","Ngatikese, –, English Creole",ngm,15–30 ,"Sapwuahfik (Ngatik), Pohnpei",Unknown,Unknown
Ngbee,,,1444.0,ngbe1238,https://en.wikipedia.org/wiki/Ngbee_language,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu, Boan, Bomokandian, Ngbele–Ngenda, Ngbee","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu, Boan, Bomokandian, Ngbele–Ngenda, Ngbee",jgb,Uknown,,Unknown,Unknown
Ngbinda,,,1462.0,ngbi1238,https://en.wikipedia.org/wiki/Ngbinda_language,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu, Boan, Bomokandian, Ngendan, Ngbinda","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu, Boan, Bomokandian, Ngendan, Ngbinda",Either:titlenbdtitle – Ngbindatitlemyctitle – Mayeka,"25,000 ",,Unknown,Unknown
Ngile,,,60.0,ngil1242,https://en.wikipedia.org/wiki/Ngile_language,"Niger–Congo,Kordofanian, Talodi–Heiban, Talodi, Ngile–Dengebu, Ngile","Niger–Congo,Kordofanian, Talodi–Heiban, Talodi, Ngile–Dengebu, Ngile",jle,"39,000 ",South Kordofan,Unknown,Unknown
Ngiyampaa/Ngiyambaa,,,912.0,wang1291,https://en.wikipedia.org/wiki/Wangaaypuwan_language,"Pama–Nyungan, Wiradhuric, Ngiyampaa/Ngiyambaa","Pama–Nyungan, Wiradhuric, Ngiyampaa/Ngiyambaa",wyb,11-50 ,New South Wales,Unknown,Unknown
Ngombe,,,311.0,ngom1268,https://en.wikipedia.org/wiki/Ngombe_language,"Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu,  (, Zone C., ), Buja–Ngombe, Ngombe","Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu,  (, Zone C., ), Buja–Ngombe, Ngombe",ngc,Uknown,,Unknown,Unknown
Nguon,,,1346.0,nguo1239,https://en.wikipedia.org/wiki/Nguon_language,"Austroasiatic, Vietic, Viet–Muong, Nguon","Austroasiatic, Vietic, Viet–Muong, Nguon",nuo,"2,000 ",Quảng Bình Province,Unknown,Unknown
Ngwaba,,,761.0,ngwa1251,https://en.wikipedia.org/wiki/Ngwaba_language,"Afro-Asiatic, Chadic, Biu–Mandara, Tera,  (A.), , Ngwaba","Afro-Asiatic, Chadic, Biu–Mandara, Tera,  (A.), , Ngwaba",ngw,Uknown,Adamawa State,Unknown,Unknown
Nhangu,,,1791.0,yann1237title  Nhangu,https://en.wikipedia.org/wiki/Yan-nha%C5%8Bu_language,"Pama–Nyungan languages, Yolŋu Matha, Northern (Dhangu), Nhangu","Pama–Nyungan languages, Yolŋu Matha, Northern (Dhangu), Nhangu",Either:titlejaytitle – Yan-nhangutitleljatitle – Golpa,Uknown,"Crocodile Islands, Northern Territory, Australia",Unknown,Unknown
Nheengatu,,,862.0,nhen1239,https://en.wikipedia.org/wiki/Nheengatu_language,"Tupian, Tupi–Guarani, Tupi languages, Tupi, Nheengatu","Tupian, Tupi–Guarani, Tupi languages, Tupi, Nheengatu",yrl,"19,000 ",, Brazil (São Gabriel da Cachoeira and Monsenhor Tabosa),Unknown
Nihali,,,263.0,niha1238,https://en.wikipedia.org/wiki/Nihali_language,Language isolate,Language isolate,nll,"2,500 ","Jalgaon Jamod, on the border of Maharashtra and Madhya Pradesh",Unknown,Unknown
Nila,,,1479.0,nila1244,https://en.wikipedia.org/wiki/Nila_language,"Austronesian, Malayo-Polynesian, Central–Eastern, Timoric, Southwest Maluku, Teun–Nila–Serua, Nila","Austronesian, Malayo-Polynesian, Central–Eastern, Timoric, Southwest Maluku, Teun–Nila–Serua, Nila",nil,Uknown,Nila Island; relocated to Seram Island,Unknown,Unknown
Nisenan,,,1511.0,,https://en.wikipedia.org/wiki/Nisenan,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Nisga%27a,,,40.0,,https://en.wikipedia.org/wiki/Nisga%27a,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Nisvai,,,536.0,nisv1234,https://en.wikipedia.org/wiki/Nisvai_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nisvai","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nisvai",Nonetitle (titlemistitle),200 ,Malekula,Unknown,Unknown
Niuean,,,257.0,niue1239,https://en.wikipedia.org/wiki/Niuean_language,"Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Tongic, Niuean","Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Tongic, Niuean",niu,"1,300 in Niue ",, Niue,Unknown
Nivkh languages,,,1824.0,nivk1234,https://en.wikipedia.org/wiki/Nivkh_language,Language isolate,Language isolate,niv,198 ,"Island of Sakhalin, along the lower Amur River and around the Amur Liman. Formerly, also in the Shantar Islands and parts of Amur Oblast",Unknown,Unknown
Njerep,,,1668.0,njer1242,https://en.wikipedia.org/wiki/Njerep_language,"Niger–Congo,Atlantic–Congo, Benue–Congo, Mambiloid, Mambila–Konja, Njerep","Niger–Congo,Atlantic–Congo, Benue–Congo, Mambiloid, Mambila–Konja, Njerep",njr,Uknown,"Adamawa Region, Cameroon",Unknown,Unknown
Nnaemeka_Ajuru,,,1615.0,,https://en.wikipedia.org/wiki/Nnaemeka_Ajuru,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Nocte_people,,,458.0,,https://en.wikipedia.org/wiki/Nocte_people,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Nogai,,,1485.0,noga1249,https://en.wikipedia.org/wiki/Alabugat_Tatar_language,"Turkic, Common Turkic, Kipchak, Kipchak–Nogai, Nogai","Turkic, Common Turkic, Kipchak, Kipchak–Nogai, Nogai",nog,"86,000 ",Caucasus," Russia
 Dagestan
 Nogaysky District
 Karachay-Cherkessia
 Nogai District
",Unknown
Nogai,,,1752.0,noga1249,https://en.wikipedia.org/wiki/Nogai_language,"Turkic, Common Turkic, Kipchak, Kipchak–Nogai, Nogai","Turkic, Common Turkic, Kipchak, Kipchak–Nogai, Nogai",nog,"86,000 ",Caucasus," Russia
 Dagestan
 Nogaysky District
 Karachay-Cherkessia
 Nogai District
",Unknown
Nogai,,,1789.0,noga1249,https://en.wikipedia.org/wiki/Yurt_Tatar_language,"Turkic, Common Turkic, Kipchak, Kipchak–Nogai, Nogai","Turkic, Common Turkic, Kipchak, Kipchak–Nogai, Nogai",nog,"86,000 ",Caucasus," Russia
 Dagestan
 Nogaysky District
 Karachay-Cherkessia
 Nogai District
",Unknown
Nooksack,,,417.0,nook1247,https://en.wikipedia.org/wiki/Nooksack_language,"Salish, Coast Salish, Central, Nooksack","Salish, Coast Salish, Central, Nooksack",nok,Uknown,"Whatcom County, Washington",Unknown,Unknown
Norfolk,,,1371.0,pitc1234title  Pitcairn-Norfolk,https://en.wikipedia.org/wiki/Norfolk_language,"English–Tahitiancreole, Pitkern, -Norfuk, Norfolk","English–Tahitiancreole, Pitkern, -Norfuk, Norfolk",pihtitle  Pitcairn-Norfolk,"2,000 ",Norfolk Island, Norfolk Island,Unknown
North Baffin,,,287.0,baff1240title  all Baffin dialects,https://en.wikipedia.org/wiki/North_Baffin_dialect,"Eskaleut, Eskimo, Inuit, (variously consideredInuktitut,  orInuvialuktun, ), North Baffin","Eskaleut, Eskimo, Inuit, (variously consideredInuktitut,  orInuvialuktun, ), North Baffin",–,Uknown,Nunavut,Unknown,Unknown
North Frisian,,,712.0,nort2626,https://en.wikipedia.org/wiki/North_Frisian_language,"Indo-European, Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Frisian, North Frisian","Indo-European, Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Frisian, North Frisian",frr,Uknown,North Frisia,"Germany
Schleswig-Holstein
",Unknown
